Order ID,Customer ID,Sales Person,Order Date,Ship Date,Order Priority,SKU Code,Order Quantity,Unit Sell Price,Unit Cost Price,Discount Percent,Shipping Amount,Ship Mode,Container,Cost,Discount Amount,Discount Cost,Total Discounted Cost
58054,C212,Mrs Gail Johnson,1/4/2019,1/4/2019,High,SKU152,26,2.08,1,4%,5.33,Regular Air,Small Box,54.08,2.1632,51.9168,57.2468
54528,C621,Miss Roseanna Marr,1/4/2019,1/5/2019,Medium,SKU833,15,6.08,1,3%,0.91,Regular Air,Wrap Bag,91.2,2.736,88.464,89.374
52486,C241,Mrs Gail Johnson,1/4/2019,1/5/2019,Not Specified,SKU995,41,300.97,112,10%,7.18,Regular Air,Small Box,12339.77,1233.977,11105.793,11112.973
802,C433,Mrs Gail Johnson,1/4/2019,1/6/2019,Critical,SKU378,33,11.7,2,8%,5.63,Regular Air,Small Box,386.1,30.888,355.212,360.842
802,C433,Miss Roseanna Marr,1/4/2019,1/4/2019,Critical,SKU1085,2,15.99,2,9%,9.4,Regular Air,Small Box,31.98,2.8782,29.1018,38.5018
6560,C519,Mr Robert Carlton,1/4/2019,1/8/2019,Low,SKU325,20,8.67,3,9%,3.5,Regular Air,Small Box,173.4,15.606,157.794,161.294
6560,C519,Mr Robert Carlton,1/4/2019,1/9/2019,Low,SKU242,37,280.98,10,4%,35.67,Delivery Truck,Jumbo Box,10396.26,415.8504,9980.4096,10016.0796
33473,C539,Mr Robert Carlton,1/4/2019,1/4/2019,Low,SKU870,50,12.98,6,8%,3.14,Regular Air,Small Pack,649,51.92,597.08,600.22
44198,C315,Miss Roseanna Marr,1/4/2019,1/4/2019,Critical,SKU1197,35,20.99,2,4%,3.3,Express Air,Small Pack,734.65,29.386,705.264,708.564
25028,C052,Mr Robert Carlton,1/5/2019,1/6/2019,Critical,SKU016,5,81.94,34,2%,55.81,Delivery Truck,Jumbo Box,409.7,8.194,401.506,457.316
25028,C052,Mr Robert Carlton,1/5/2019,1/7/2019,Critical,SKU580,14,37.94,2,0%,5.08,Express Air,Wrap Bag,531.16,0,531.16,536.24
43808,C158,Mr Robert Carlton,1/6/2019,1/13/2019,Low,SKU132,16,6.24,2,4%,5.22,Regular Air,Small Box,99.84,3.9936,95.8464,101.0664
8195,C621,Mrs Gail Johnson,1/6/2019,1/7/2019,Medium,SKU553,5,7.28,3,5%,11.15,Express Air,Small Box,36.4,1.82,34.58,45.73
8195,C621,Miss Roseanna Marr,1/6/2019,1/8/2019,Medium,SKU187,1,5.08,1,10%,3.63,Regular Air,Wrap Bag,5.08,0.508,4.572,8.202
8195,C621,Miss Roseanna Marr,1/6/2019,1/7/2019,Medium,SKU797,26,3.28,1,3%,3.97,Regular Air,Wrap Bag,85.28,2.5584,82.7216,86.6916
29958,C070,Miss Roseanna Marr,1/6/2019,1/7/2019,High,SKU373,47,6.37,1,0%,5.19,Regular Air,Small Box,299.39,0,299.39,304.58
29958,C070,Mrs Gail Johnson,1/6/2019,1/8/2019,High,SKU050,32,500.98,73,10%,26,Delivery Truck,Jumbo Drum,16031.36,1603.136,14428.224,14454.224
35845,C218,Mrs Gail Johnson,1/6/2019,1/8/2019,High,SKU233,15,376.13,43,5%,85.63,Delivery Truck,Jumbo Box,5641.95,282.0975,5359.8525,5445.4825
50945,C783,Mrs Gail Johnson,1/7/2019,1/9/2019,Critical,SKU1179,27,35.99,12,1%,1.25,Regular Air,Small Pack,971.73,9.7173,962.0127,963.2627
3488,C542,Mr Robert Carlton,1/7/2019,1/10/2019,Medium,SKU042,39,122.99,25,6%,70.2,Delivery Truck,Jumbo Drum,4796.61,287.7966,4508.8134,4579.0134
3488,C542,Mr Robert Carlton,1/7/2019,1/8/2019,Medium,SKU807,6,21.98,6,2%,2.87,Regular Air,Small Pack,131.88,2.6376,129.2424,132.1124
58340,C733,Miss Roseanna Marr,1/8/2019,1/9/2019,Medium,SKU285,36,50.98,8,3%,13.66,Regular Air,Small Box,1835.28,55.0584,1780.2216,1793.8816
46402,C665,Mr Robert Carlton,1/8/2019,1/10/2019,Medium,SKU120,27,29.18,7,3%,8.55,Regular Air,Small Box,787.86,23.6358,764.2242,772.7742
46402,C665,Miss Roseanna Marr,1/8/2019,1/9/2019,Medium,SKU1227,29,66.99,2,1%,13.99,Regular Air,Medium Box,1942.71,19.4271,1923.2829,1937.2729
46402,C665,Miss Roseanna Marr,1/8/2019,1/9/2019,Medium,SKU1238,12,115.99,18,1%,2.5,Express Air,Small Box,1391.88,13.9188,1377.9612,1380.4612
52672,C346,Mrs Gail Johnson,1/8/2019,1/13/2019,Low,SKU1174,29,65.99,8,9%,5.26,Regular Air,Small Box,1913.71,172.2339,1741.4761,1746.7361
7840,C609,Mr Robert Carlton,1/8/2019,1/12/2019,Low,SKU1029,34,4.89,2,10%,4.93,Regular Air,Small Pack,166.26,16.626,149.634,154.564
1445,C696,Mrs Gail Johnson,1/9/2019,1/12/2019,Medium,SKU386,3,420.98,56,0%,19.99,Regular Air,Small Box,1262.94,0,1262.94,1282.93
1445,C696,Mr Robert Carlton,1/9/2019,1/11/2019,Medium,SKU831,30,11.97,2,8%,5.81,Regular Air,Small Pack,359.1,28.728,330.372,336.182
14693,C201,Miss Roseanna Marr,1/9/2019,1/11/2019,Critical,SKU723,39,6.48,1,2%,6.41,Regular Air,Small Box,252.72,5.0544,247.6656,254.0756
14693,C201,Miss Roseanna Marr,1/9/2019,1/11/2019,Critical,SKU967,38,20.98,2,5%,45,Delivery Truck,Jumbo Drum,797.24,39.862,757.378,802.378
23556,C590,Mrs Gail Johnson,1/9/2019,1/10/2019,Medium,SKU314,34,363.25,69,5%,19.99,Express Air,Small Box,12350.5,617.525,11732.975,11752.965
19654,C494,Mr Robert Carlton,1/9/2019,1/9/2019,High,SKU175,8,46.94,10,4%,6.77,Regular Air,Small Box,375.52,15.0208,360.4992,367.2692
40225,C285,Mrs Gail Johnson,1/9/2019,1/16/2019,Low,SKU398,50,16.74,3,6%,5.08,Regular Air,Small Box,837,50.22,786.78,791.86
40225,C285,Miss Roseanna Marr,1/9/2019,1/11/2019,Low,SKU042,45,122.99,40,5%,70.2,Delivery Truck,Jumbo Drum,5534.55,276.7275,5257.8225,5328.0225
43814,C312,Mrs Gail Johnson,1/9/2019,1/10/2019,Medium,SKU450,40,5.28,1,9%,2.99,Regular Air,Small Box,211.2,19.008,192.192,195.182
43814,C312,Miss Roseanna Marr,1/9/2019,1/10/2019,Medium,SKU568,47,4.2,1,3%,2.26,Regular Air,Wrap Bag,197.4,5.922,191.478,193.738
35266,C088,Miss Roseanna Marr,1/10/2019,1/10/2019,Not Specified,SKU782,39,5.84,1,7%,1.2,Regular Air,Wrap Bag,227.76,15.9432,211.8168,213.0168
35266,C088,Mrs Gail Johnson,1/10/2019,1/12/2019,Not Specified,SKU228,28,218.75,27,7%,69.64,Delivery Truck,Jumbo Box,6125,428.75,5696.25,5765.89
32901,C568,Mrs Gail Johnson,1/10/2019,1/11/2019,Critical,SKU517,13,3.75,1,0%,0.5,Regular Air,Small Box,48.75,0,48.75,49.25
41895,C767,Miss Roseanna Marr,1/10/2019,1/12/2019,Critical,SKU1072,8,3499.99,772,5%,24.49,Regular Air,Large Box,27999.92,1399.996,26599.924,26624.414
20805,C674,Mrs Gail Johnson,1/10/2019,1/13/2019,High,SKU349,12,5.53,2,6%,6.98,Regular Air,Small Box,66.36,3.9816,62.3784,69.3584
20805,C674,Miss Roseanna Marr,1/10/2019,1/12/2019,High,SKU105,35,12.58,1,8%,5.16,Regular Air,Small Box,440.3,35.224,405.076,410.236
20805,C674,Mr Robert Carlton,1/10/2019,1/11/2019,High,SKU675,3,4.28,2,6%,4.79,Regular Air,Small Box,12.84,0.7704,12.0696,16.8596
20805,C674,Miss Roseanna Marr,1/10/2019,1/11/2019,High,SKU738,12,3.85,1,10%,0.7,Regular Air,Wrap Bag,46.2,4.62,41.58,42.28
42081,C157,Mr Robert Carlton,1/10/2019,1/15/2019,Low,SKU457,36,5.18,2,4%,5.74,Regular Air,Small Box,186.48,7.4592,179.0208,184.7608
42081,C157,Mrs Gail Johnson,1/10/2019,1/12/2019,Low,SKU499,3,10.94,3,8%,1.39,Regular Air,Small Box,32.82,2.6256,30.1944,31.5844
42081,C157,Mr Robert Carlton,1/10/2019,1/15/2019,Low,SKU1161,26,65.99,11,2%,8.8,Regular Air,Small Box,1715.74,34.3148,1681.4252,1690.2252
41254,C550,Mr Robert Carlton,1/10/2019,1/12/2019,Critical,SKU207,17,107.53,53,8%,5.81,Regular Air,Medium Box,1828.01,146.2408,1681.7692,1687.5792
40420,C371,Mr Robert Carlton,1/10/2019,1/12/2019,High,SKU348,22,2.88,1,10%,1.49,Regular Air,Small Box,63.36,6.336,57.024,58.514
40420,C371,Mr Robert Carlton,1/10/2019,1/12/2019,High,SKU1184,50,20.99,3,8%,0.99,Regular Air,Wrap Bag,1049.5,83.96,965.54,966.53
12773,C313,Mrs Gail Johnson,1/11/2019,1/13/2019,Low,SKU340,6,2.78,1,7%,1.49,Regular Air,Small Box,16.68,1.1676,15.5124,17.0024
12773,C313,Miss Roseanna Marr,1/11/2019,1/20/2019,Low,SKU137,15,4.14,1,4%,6.6,Regular Air,Small Box,62.1,2.484,59.616,66.216
12773,C313,Mrs Gail Johnson,1/11/2019,1/16/2019,Low,SKU717,19,6.48,1,5%,7.86,Regular Air,Small Box,123.12,6.156,116.964,124.824
12773,C313,Mr Robert Carlton,1/11/2019,1/16/2019,Low,SKU801,21,3.28,1,1%,3.97,Regular Air,Wrap Bag,68.88,0.6888,68.1912,72.1612
21670,C398,Mr Robert Carlton,1/11/2019,1/12/2019,High,SKU174,24,78.69,22,0%,19.99,Regular Air,Small Box,1888.56,0,1888.56,1908.55
46468,C789,Miss Roseanna Marr,1/11/2019,1/12/2019,Critical,SKU388,46,165.98,5,8%,19.99,Regular Air,Small Box,7635.08,610.8064,7024.2736,7044.2636
46468,C789,Miss Roseanna Marr,1/11/2019,1/13/2019,Critical,SKU974,41,39.48,18,8%,1.99,Express Air,Small Pack,1618.68,129.4944,1489.1856,1491.1756
46468,C789,Mr Robert Carlton,1/11/2019,1/13/2019,Critical,SKU712,1,6.48,1,4%,5.4,Regular Air,Small Box,6.48,0.2592,6.2208,11.6208
4134,C051,Mrs Gail Johnson,1/11/2019,1/13/2019,Critical,SKU018,48,130.98,23,1%,54.74,Delivery Truck,Jumbo Box,6287.04,62.8704,6224.1696,6278.9096
4134,C051,Mr Robert Carlton,1/11/2019,1/11/2019,Critical,SKU1045,23,30.97,7,2%,4,Regular Air,Small Box,712.31,14.2462,698.0638,702.0638
29409,C669,Mrs Gail Johnson,1/13/2019,1/15/2019,High,SKU978,23,1.7,1,9%,1.99,Regular Air,Small Pack,39.1,3.519,35.581,37.571
55815,C188,Mrs Gail Johnson,1/13/2019,1/14/2019,High,SKU125,28,105.29,30,4%,10.12,Express Air,Large Box,2948.12,117.9248,2830.1952,2840.3152
18370,C638,Mr Robert Carlton,1/13/2019,1/17/2019,Low,SKU1188,41,35.99,5,0%,5,Regular Air,Small Box,1475.59,0,1475.59,1480.59
21379,C146,Mr Robert Carlton,1/14/2019,1/16/2019,High,SKU043,35,150.89,66,5%,60.2,Delivery Truck,Jumbo Drum,5281.15,264.0575,5017.0925,5077.2925
49189,C113,Miss Roseanna Marr,1/15/2019,1/18/2019,Critical,SKU487,32,7.64,2,6%,1.39,Regular Air,Small Box,244.48,14.6688,229.8112,231.2012
46147,C542,Mrs Gail Johnson,1/15/2019,1/17/2019,Critical,SKU408,37,24.92,4,1%,12.98,Regular Air,Small Box,922.04,9.2204,912.8196,925.7996
46147,C542,Miss Roseanna Marr,1/15/2019,1/17/2019,Critical,SKU456,39,7.1,3,8%,6.05,Express Air,Small Box,276.9,22.152,254.748,260.798
46147,C542,Miss Roseanna Marr,1/15/2019,1/17/2019,Critical,SKU238,12,550.98,219,9%,64.59,Delivery Truck,Jumbo Box,6611.76,595.0584,6016.7016,6081.2916
19365,C282,Miss Roseanna Marr,1/16/2019,1/17/2019,Medium,SKU701,29,5.98,2,3%,5.2,Regular Air,Small Box,173.42,5.2026,168.2174,173.4174
25669,C040,Mr Robert Carlton,1/16/2019,1/16/2019,Critical,SKU511,12,3.69,1,2%,0.5,Regular Air,Small Box,44.28,0.8856,43.3944,43.8944
46980,C552,Mrs Gail Johnson,1/17/2019,1/17/2019,Critical,SKU526,34,6.3,3,1%,0.5,Regular Air,Small Box,214.2,2.142,212.058,212.558
11111,C319,Mr Robert Carlton,1/17/2019,1/19/2019,Medium,SKU130,7,41.47,15,10%,34.2,Regular Air,Wrap Bag,290.29,29.029,261.261,295.461
11111,C319,Miss Roseanna Marr,1/17/2019,1/19/2019,Medium,SKU715,29,6.48,2,10%,7.37,Regular Air,Small Box,187.92,18.792,169.128,176.498
35780,C150,Mr Robert Carlton,1/17/2019,1/19/2019,Medium,SKU786,6,4.28,2,1%,1.6,Regular Air,Wrap Bag,25.68,0.2568,25.4232,27.0232
28642,C602,Mr Robert Carlton,1/18/2019,1/20/2019,High,SKU450,41,5.28,2,0%,2.99,Regular Air,Small Box,216.48,0,216.48,219.47
28642,C602,Mr Robert Carlton,1/18/2019,1/20/2019,High,SKU1219,27,65.99,4,0%,19.99,Regular Air,Small Box,1781.73,0,1781.73,1801.72
15719,C775,Miss Roseanna Marr,1/18/2019,1/19/2019,Critical,SKU044,18,300.98,33,7%,64.73,Delivery Truck,Jumbo Drum,5417.64,379.2348,5038.4052,5103.1352
49987,C738,Mrs Gail Johnson,1/19/2019,1/22/2019,High,SKU027,15,114.98,20,5%,58.72,Delivery Truck,Jumbo Box,1724.7,86.235,1638.465,1697.185
49987,C738,Miss Roseanna Marr,1/19/2019,1/22/2019,High,SKU235,4,212.6,106,3%,52.2,Delivery Truck,Jumbo Box,850.4,25.512,824.888,877.088
16096,C658,Mrs Gail Johnson,1/19/2019,1/20/2019,High,SKU503,9,2.88,1,0%,0.99,Express Air,Small Box,25.92,0,25.92,26.91
10722,C241,Mrs Gail Johnson,1/19/2019,1/21/2019,Not Specified,SKU699,8,4.28,1,1%,5.68,Regular Air,Small Box,34.24,0.3424,33.8976,39.5776
49987,C738,Mrs Gail Johnson,1/19/2019,1/21/2019,High,SKU1184,14,20.99,1,3%,0.99,Regular Air,Wrap Bag,293.86,8.8158,285.0442,286.0342
36931,C064,Miss Roseanna Marr,1/19/2019,1/19/2019,Not Specified,SKU786,46,4.28,2,10%,1.6,Regular Air,Wrap Bag,196.88,19.688,177.192,178.792
22561,C214,Mr Robert Carlton,1/20/2019,1/22/2019,Critical,SKU158,7,17.67,4,7%,8.99,Regular Air,Small Pack,123.69,8.6583,115.0317,124.0217
22561,C214,Mrs Gail Johnson,1/20/2019,1/22/2019,Critical,SKU325,50,8.67,2,3%,3.5,Regular Air,Small Box,433.5,13.005,420.495,423.995
22561,C214,Miss Roseanna Marr,1/20/2019,1/22/2019,Critical,SKU1058,5,99.99,5,3%,19.99,Express Air,Small Box,499.95,14.9985,484.9515,504.9415
57217,C013,Mrs Gail Johnson,1/21/2019,1/23/2019,Medium,SKU774,35,11.66,3,6%,7.95,Regular Air,Small Pack,408.1,24.486,383.614,391.564
16837,C376,Mr Robert Carlton,1/21/2019,1/22/2019,Not Specified,SKU040,4,258.98,21,9%,54.31,Delivery Truck,Jumbo Drum,1035.92,93.2328,942.6872,996.9972
35399,C419,Mrs Gail Johnson,1/21/2019,1/23/2019,Low,SKU336,38,4.91,2,4%,5.68,Regular Air,Small Box,186.58,7.4632,179.1168,184.7968
6564,C047,Mr Robert Carlton,1/21/2019,1/21/2019,Low,SKU1023,26,15.98,3,1%,4,Regular Air,Small Box,415.48,4.1548,411.3252,415.3252
2883,C642,Mr Robert Carlton,1/22/2019,1/24/2019,Low,SKU910,34,64.98,10,10%,6.88,Regular Air,Small Box,2209.32,220.932,1988.388,1995.268
50208,C680,Mr Robert Carlton,1/22/2019,1/23/2019,Medium,SKU353,4,6.23,3,10%,6.97,Express Air,Small Box,24.92,2.492,22.428,29.398
21606,C776,Mr Robert Carlton,1/22/2019,1/23/2019,Not Specified,SKU1038,29,17.48,6,6%,1.99,Regular Air,Small Pack,506.92,30.4152,476.5048,478.4948
21606,C776,Mrs Gail Johnson,1/22/2019,1/23/2019,Not Specified,SKU1051,43,32.98,1,6%,5.5,Express Air,Small Box,1418.14,85.0884,1333.0516,1338.5516
9824,C750,Miss Roseanna Marr,1/22/2019,1/24/2019,Critical,SKU292,39,48.92,22,3%,4.5,Express Air,Small Box,1907.88,57.2364,1850.6436,1855.1436
9824,C750,Mrs Gail Johnson,1/22/2019,1/24/2019,Critical,SKU523,5,4.13,2,0%,0.5,Regular Air,Small Box,20.65,0,20.65,21.15
9824,C750,Mrs Gail Johnson,1/22/2019,1/24/2019,Critical,SKU819,43,2.88,1,10%,1.01,Regular Air,Wrap Bag,123.84,12.384,111.456,112.466
49443,C574,Miss Roseanna Marr,1/23/2019,1/24/2019,High,SKU775,41,9.85,4,5%,4.82,Regular Air,Wrap Bag,403.85,20.1925,383.6575,388.4775
49761,C469,Mr Robert Carlton,1/24/2019,1/25/2019,Not Specified,SKU1137,45,23.99,4,7%,6.3,Regular Air,Medium Box,1079.55,75.5685,1003.9815,1010.2815
21890,C030,Mrs Gail Johnson,1/24/2019,1/26/2019,Not Specified,SKU802,27,2.94,1,1%,0.96,Regular Air,Wrap Bag,79.38,0.7938,78.5862,79.5462
47136,C219,Mrs Gail Johnson,1/24/2019,1/26/2019,Medium,SKU446,18,4.82,2,0%,1.49,Regular Air,Small Box,86.76,0,86.76,88.25
386,C773,Mrs Gail Johnson,1/24/2019,1/26/2019,High,SKU520,4,3.69,1,2%,0.5,Regular Air,Small Box,14.76,0.2952,14.4648,14.9648
386,C773,Mr Robert Carlton,1/24/2019,1/26/2019,High,SKU738,4,3.85,1,9%,0.7,Regular Air,Wrap Bag,15.4,1.386,14.014,14.714
21890,C030,Mrs Gail Johnson,1/24/2019,1/26/2019,Not Specified,SKU483,44,11.58,3,6%,6.97,Regular Air,Small Box,509.52,30.5712,478.9488,485.9188
33091,C648,Mr Robert Carlton,1/25/2019,1/27/2019,High,SKU563,24,9.99,1,2%,11.59,Regular Air,Small Box,239.76,4.7952,234.9648,246.5548
25095,C112,Miss Roseanna Marr,1/25/2019,1/30/2019,Low,SKU473,18,39.98,12,6%,9.83,Regular Air,Small Box,719.64,43.1784,676.4616,686.2916
25095,C112,Miss Roseanna Marr,1/25/2019,1/25/2019,Low,SKU1108,41,115.99,14,8%,56.14,Delivery Truck,Jumbo Drum,4755.59,380.4472,4375.1428,4431.2828
24388,C266,Mr Robert Carlton,1/26/2019,1/27/2019,Critical,SKU1080,15,549.99,227,0%,49,Delivery Truck,Jumbo Drum,8249.85,0,8249.85,8298.85
49601,C497,Mr Robert Carlton,1/26/2019,2/2/2019,Low,SKU055,15,113.98,20,1%,30,Delivery Truck,Jumbo Drum,1709.7,17.097,1692.603,1722.603
51974,C778,Miss Roseanna Marr,1/26/2019,1/27/2019,High,SKU306,10,123.38,3,5%,24.49,Regular Air,Large Box,1233.8,61.69,1172.11,1196.6
51974,C778,Mr Robert Carlton,1/26/2019,1/27/2019,High,SKU358,2,8.6,3,5%,6.19,Regular Air,Small Box,17.2,0.86,16.34,22.53
52199,C006,Mrs Gail Johnson,1/26/2019,1/27/2019,Medium,SKU461,19,4.82,1,5%,5.24,Regular Air,Small Box,91.58,4.579,87.001,92.241
15106,C238,Mrs Gail Johnson,1/27/2019,1/29/2019,Not Specified,SKU169,42,6.64,3,3%,4.95,Regular Air,Small Pack,278.88,8.3664,270.5136,275.4636
15106,C238,Mrs Gail Johnson,1/27/2019,1/27/2019,Not Specified,SKU1123,39,145.45,50,6%,17.85,Delivery Truck,Jumbo Drum,5672.55,340.353,5332.197,5350.047
15106,C238,Miss Roseanna Marr,1/27/2019,1/29/2019,Not Specified,SKU791,35,2.21,1,3%,1.12,Regular Air,Wrap Bag,77.35,2.3205,75.0295,76.1495
24960,C186,Miss Roseanna Marr,1/27/2019,1/28/2019,High,SKU987,48,34.98,8,1%,7.53,Express Air,Small Box,1679.04,16.7904,1662.2496,1669.7796
24960,C186,Miss Roseanna Marr,1/27/2019,1/28/2019,High,SKU580,37,37.94,16,0%,5.08,Regular Air,Wrap Bag,1403.78,0,1403.78,1408.86
24960,C186,Miss Roseanna Marr,1/27/2019,1/29/2019,High,SKU728,18,6.48,1,3%,5.87,Regular Air,Small Box,116.64,3.4992,113.1408,119.0108
24960,C186,Mr Robert Carlton,1/27/2019,1/28/2019,High,SKU1140,35,200.99,81,4%,4.2,Regular Air,Small Box,7034.65,281.386,6753.264,6757.464
59652,C044,Mr Robert Carlton,1/27/2019,1/29/2019,Medium,SKU1180,17,20.99,8,5%,0.99,Regular Air,Small Pack,356.83,17.8415,338.9885,339.9785
59047,C088,Mr Robert Carlton,1/28/2019,1/28/2019,Not Specified,SKU1034,10,28.48,13,9%,1.99,Regular Air,Small Pack,284.8,25.632,259.168,261.158
59047,C088,Mrs Gail Johnson,1/28/2019,1/30/2019,Not Specified,SKU137,26,4.14,2,6%,6.6,Regular Air,Small Box,107.64,6.4584,101.1816,107.7816
26529,C604,Mr Robert Carlton,1/28/2019,2/1/2019,Low,SKU1125,41,297.64,39,8%,14.7,Delivery Truck,Jumbo Drum,12203.24,976.2592,11226.9808,11241.6808
26529,C604,Mr Robert Carlton,1/28/2019,2/1/2019,Low,SKU589,17,11.34,5,5%,11.25,Regular Air,Small Box,192.78,9.639,183.141,194.391
24640,C593,Mrs Gail Johnson,1/29/2019,1/30/2019,Medium,SKU055,12,113.98,40,6%,30,Delivery Truck,Jumbo Drum,1367.76,82.0656,1285.6944,1315.6944
30151,C424,Mr Robert Carlton,1/29/2019,1/31/2019,Not Specified,SKU408,31,24.92,2,2%,12.98,Regular Air,Small Box,772.52,15.4504,757.0696,770.0496
8480,C647,Mr Robert Carlton,1/29/2019,1/31/2019,High,SKU694,11,6.48,1,7%,8.74,Regular Air,Small Box,71.28,4.9896,66.2904,75.0304
8480,C647,Mrs Gail Johnson,1/29/2019,1/31/2019,High,SKU1253,3,125.99,34,9%,7.69,Regular Air,Small Box,377.97,34.0173,343.9527,351.6427
59139,C332,Miss Roseanna Marr,1/29/2019,1/30/2019,Critical,SKU329,12,70.97,32,5%,3.5,Regular Air,Small Box,851.64,42.582,809.058,812.558
59139,C332,Miss Roseanna Marr,1/29/2019,1/30/2019,Critical,SKU451,38,5.34,1,9%,2.99,Regular Air,Small Box,202.92,18.2628,184.6572,187.6472
21760,C574,Mrs Gail Johnson,1/30/2019,1/31/2019,Not Specified,SKU150,9,7.38,3,8%,5.21,Regular Air,Small Box,66.42,5.3136,61.1064,66.3164
52482,C313,Mr Robert Carlton,1/31/2019,1/31/2019,Critical,SKU272,21,40.98,12,6%,5.33,Express Air,Small Box,860.58,51.6348,808.9452,814.2752
52482,C313,Miss Roseanna Marr,1/31/2019,2/2/2019,Critical,SKU163,30,22.23,11,0%,3.63,Regular Air,Small Pack,666.9,0,666.9,670.53
27430,C051,Miss Roseanna Marr,1/31/2019,2/1/2019,High,SKU203,3,105.98,29,8%,13.99,Regular Air,Medium Box,317.94,25.4352,292.5048,306.4948
27430,C051,Mr Robert Carlton,1/31/2019,2/1/2019,High,SKU824,12,7.08,1,10%,2.35,Regular Air,Wrap Bag,84.96,8.496,76.464,78.814
8802,C732,Mrs Gail Johnson,1/31/2019,2/2/2019,Medium,SKU306,15,123.38,2,7%,24.49,Regular Air,Large Box,1850.7,129.549,1721.151,1745.641
58981,C736,Mrs Gail Johnson,1/31/2019,2/2/2019,High,SKU279,28,46.89,7,7%,5.1,Regular Air,Medium Box,1312.92,91.9044,1221.0156,1226.1156
55075,C462,Miss Roseanna Marr,2/1/2019,2/4/2019,Critical,SKU049,21,25.98,2,8%,14.36,Delivery Truck,Jumbo Drum,545.58,43.6464,501.9336,516.2936
21956,C562,Mrs Gail Johnson,2/1/2019,2/3/2019,High,SKU1155,2,65.99,18,2%,8.99,Regular Air,Small Box,131.98,2.6396,129.3404,138.3304
31140,C730,Mrs Gail Johnson,2/1/2019,2/2/2019,Critical,SKU507,4,3.08,1,3%,0.99,Regular Air,Small Box,12.32,0.3696,11.9504,12.9404
24160,C031,Mrs Gail Johnson,2/1/2019,2/2/2019,Medium,SKU1248,44,95.99,44,6%,4.9,Regular Air,Small Box,4223.56,253.4136,3970.1464,3975.0464
6791,C466,Miss Roseanna Marr,2/1/2019,2/3/2019,Medium,SKU1089,14,51.98,12,10%,10.17,Express Air,Medium Box,727.72,72.772,654.948,665.118
33958,C498,Mr Robert Carlton,2/2/2019,2/4/2019,Critical,SKU1197,27,20.99,6,10%,3.3,Regular Air,Small Pack,566.73,56.673,510.057,513.357
33958,C498,Miss Roseanna Marr,2/2/2019,2/4/2019,Critical,SKU759,14,25.99,5,9%,5.37,Regular Air,Small Box,363.86,32.7474,331.1126,336.4826
45543,C229,Mrs Gail Johnson,2/2/2019,2/6/2019,Low,SKU252,16,70.89,5,1%,89.3,Delivery Truck,Jumbo Box,1134.24,11.3424,1122.8976,1212.1976
12326,C776,Mr Robert Carlton,2/2/2019,2/4/2019,Critical,SKU197,4,29.34,3,5%,57.87,Regular Air,Small Box,117.36,5.868,111.492,169.362
21639,C761,Mr Robert Carlton,2/2/2019,2/4/2019,Not Specified,SKU442,24,5.94,2,7%,9.92,Regular Air,Small Box,142.56,9.9792,132.5808,142.5008
21639,C761,Miss Roseanna Marr,2/2/2019,2/3/2019,Not Specified,SKU140,3,39.98,14,1%,9.2,Regular Air,Wrap Bag,119.94,1.1994,118.7406,127.9406
21639,C761,Mrs Gail Johnson,2/2/2019,2/2/2019,Not Specified,SKU156,38,194.3,54,2%,11.54,Regular Air,Large Box,7383.4,147.668,7235.732,7247.272
21639,C761,Miss Roseanna Marr,2/2/2019,2/2/2019,Not Specified,SKU907,23,6.98,1,7%,9.69,Regular Air,Small Box,160.54,11.2378,149.3022,158.9922
45059,C767,Mrs Gail Johnson,2/3/2019,2/4/2019,Not Specified,SKU806,35,37.74,18,5%,2.9,Express Air,Small Pack,1320.9,66.045,1254.855,1257.755
45059,C767,Mr Robert Carlton,2/3/2019,2/5/2019,Not Specified,SKU920,39,95.43,26,9%,19.99,Express Air,Small Box,3721.77,334.9593,3386.8107,3406.8007
38784,C497,Mr Robert Carlton,2/3/2019,2/5/2019,Medium,SKU526,50,6.3,3,9%,0.5,Regular Air,Small Box,315,28.35,286.65,287.15
21057,C417,Mr Robert Carlton,2/3/2019,2/10/2019,Low,SKU974,28,39.48,18,4%,1.99,Regular Air,Small Pack,1105.44,44.2176,1061.2224,1063.2124
45059,C767,Miss Roseanna Marr,2/3/2019,2/5/2019,Not Specified,SKU988,4,30.42,4,4%,8.65,Regular Air,Small Box,121.68,4.8672,116.8128,125.4628
40102,C024,Miss Roseanna Marr,2/3/2019,2/5/2019,Medium,SKU325,46,8.67,4,6%,3.5,Express Air,Small Box,398.82,23.9292,374.8908,378.3908
34978,C131,Mrs Gail Johnson,2/4/2019,2/6/2019,High,SKU440,49,3.52,1,8%,6.83,Regular Air,Small Box,172.48,13.7984,158.6816,165.5116
50949,C320,Mrs Gail Johnson,2/4/2019,2/5/2019,Medium,SKU862,32,2.18,1,9%,0.78,Express Air,Wrap Bag,69.76,6.2784,63.4816,64.2616
50949,C320,Mr Robert Carlton,2/4/2019,2/6/2019,Medium,SKU1236,46,125.99,22,8%,8.8,Regular Air,Small Box,5795.54,463.6432,5331.8968,5340.6968
32484,C792,Miss Roseanna Marr,2/4/2019,2/5/2019,Not Specified,SKU044,9,300.98,120,10%,64.73,Delivery Truck,Jumbo Drum,2708.82,270.882,2437.938,2502.668
